"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"ui_bubble_rating bubble_50","Ottima pasticcini e paste sempre freschi","Pasticcini e paste buone, varie e ricercate, anche torte. Ve la consiglio. Unica pecca: i posti a sedere sono pochi."
"ui_bubble_rating bubble_40","GUSTOSA","Frequento molto questo bar pasticceria, le paste sono tutte buone e ben farcite, vasta scelta di dolce e salato, si può migliorare il caffè."
"ui_bubble_rating bubble_50","CHE MERAVIGLIA !!!","Abbiamo conosciuto la Pasticceria La Cesenate grazie a un coupon proposto su Tippest e da allora siamo diventati clienti fissi!Noi acquistiamo i pasticcini freschi mignon e sono i più fantastici che abbiamo mai assaggiato ma anche i più belli e coreografici! Una gioia per il palato e anche per gli occhi! Un intero vassoio in cui sono tutti uno diverso dall'altro e uno piu delizioso dell'altro! Non avevamo mai visto tanta fantasiosa e originale varietà e mai assaggiato niente di così gustoso e al tempo stesso leggero e delicato ! Comunque descriverli è difficile per cui il miglior consiglio è: PROVATELI ! Tra l'altro i prezzi sono mediamente più bassi che altrove e magari seguendo Tippest si possono trovare i loro coupons che sono molto vantaggiosi."
"ui_bubble_rating bubble_40","Ottima pasticceria ","Una delle buone pasticcerie di Cesena dove il buon Giunchi prepara ogni notte degli ottimi dolci e delle paste favolose per tutti.Da provare assolutamente.Parcheggio privato "
"ui_bubble_rating bubble_40","una delle migliori di cesena","Passo occasionalmente,qui ,a prendere un caffè,o per colazione o per prendere dolci,torta di compleanno.Devo dire che sono molto soddisfatto dell'ambiente pulito e razionale,il personale dedito al servizio è semplicemente fantastico,cortese e molto professionale,giuro non ho legami di sorta ma mi piacciono molto e ci mettono passione nel fare bene ciò che fanno.Le paste cosi come il caffè sono buonissimi,proprio venerdi'16 ho consumato la colazione con cornetto ai cereali e caffè senza zucchero,devo dire che il caffè che non sono abituato a prendere amaro aveva un aroma intenso che lasciava denotare la qualità pregiata e l'ottima mano di chi ha operato alla macchina,la pasta molto fresca e sebbene semplice non mi ha fatto rimpiangere le belle paste cariche di crema delle quali sono veramente molto ghiotto.Ecco perchè dico bravi,brave continuate cosi'"
"ui_bubble_rating bubble_40","Una scoperta!","Pur lavorando in zona, non avevo mai frequentato questa pasticceria, scoperta grazie a dei buoni acquistati on line.. E devo dire grazie xche ho fatto un figurone con i loro mignon dolci!!! E non x l estetica ma x il sapore! Bellissima anche la loro scelta di paste! Era un pezzo che non ne vedevo di cosi varie e di quelle dimensioni!! Ci torno di sicuro!!"
"ui_bubble_rating bubble_40","vasta scelta","ho assaggiato un cappuccino veramente buono proprio come piace a me ! io vado matta per i bomboloni e ogni qualvolta entro in una pasticceria faccio la prova bombolone , non male . anche le altre paste non sono male ben curate e abbondanti ripieni ."
"ui_bubble_rating bubble_40","Pasticceria ","Ottima pasticceria con ampia scelta di dolci;torte eccezionali.Personale sempre molto gentile e sorridente; un ottimo inizio di giornata."
"ui_bubble_rating bubble_40","OTTIMA PASTICCERIA","Veniamo spesso a prendere paste e caffè in questa pasticceria, ottime le torte e buono il servizio. Da tornare"
"ui_bubble_rating bubble_40","Buona pasticceria ","Pasticceria frequentata parecchie volte, grande varietà di prodotti dolci per tutti i gusti e per qualsiasi occasione. Il locale si presenta molto bene ed ha tavoli sia all'interno che all'esterno."
"ui_bubble_rating bubble_40","Molto Buono","Il locale risulta ben curato e con tavolini sia interni che all'esterno. Tutti i prodotti sia dolci che salati sono molto buoni e ben guarniti, da non perdere anche le torte e ovviamente la caffetteria."
