"word","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"cesena","-1.5018063","-0.68442243","-0.7989512","-1.1270097","-0.38042971","-0.7566058","0.53262556","1.784596","1.3840008","0.23697779","-1.0911397","-1.4986923","0.6288477","1.8625463","0.5285791","-1.0137494","0.3500866","2.0226912","0.5505015","-1.3908806","1.7078855","0.18450873","0.9932974","0.6642619","0.08629349","-0.282575","0.30552852","-0.7432029","-0.571106","0.8512598","-1.4355861","-0.4951559","-0.27085853","-0.19370392","-0.9116702","1.0939097","1.8812236","1.3201141","0.6614223","-0.64276165","1.1416768","1.840546","1.723115","-0.14776956","0.9170565","1.1676787","0.6832378","1.7661976","0.94893783","0.15761751","-0.7830804","-0.24300078","0.5687956","0.5028142","-0.39583704","-0.6159849","1.3289691","0.9510012","0.9482485","0.20252135","-0.61915565","-1.4250698","1.2417579","0.64067876","-0.29038468","-1.1287826","-0.79403377","-0.6213859","0.019935869","0.50911367","0.17967258","-1.5979574","-1.2407657","0.5139053","-1.6571742","-0.49707282","-0.11067028","-0.9950644","-0.11534087","-0.83487004","2.6007571","1.0878899","-1.5089074","-0.7879145","0.76388264","-0.60760903","0.071197756","-0.5362927","-0.76292545","-1.4318205","0.057844445","0.59162915","-0.834574","-1.5639482","1.6552011","-0.28158104","-0.2779159","-0.56896687","1.6968606","-0.7245798"
"ottimo","1.1812426","-1.9032688","0.4298297","-1.4474759","0.8782545","-1.0191936","0.74399316","1.0817838","0.29221854","0.63309413","-0.26920304","1.5146457","-0.3222278","-0.6256918","0.19796853","-1.3888677","-0.021275591","0.5100041","-0.19193707","-0.6924308","-0.39142126","-0.45326123","1.4820737","-0.7273771","0.4220072","-0.60134095","-1.0100912","0.18102248","-0.5218019","0.17395747","-1.2734365","-0.17873053","-1.1409074","-0.21021079","-0.811214","0.90409243","-1.273717","1.0077125","-0.14895445","-0.3533269","1.5566176","2.0252223","-1.4960564","0.40701294","-1.821466","0.88902104","-0.20836523","-0.040946536","0.62810445","-0.05375877","-0.64478356","-0.7442594","1.1978816","0.45685276","-0.6030414","1.0200231","0.23222557","-1.4810009","-0.9434954","0.734221","0.25577706","-0.007435586","-0.27427748","1.5441223","0.4417626","-0.74208397","-1.361681","-0.14997436","0.73045814","0.28950882","-1.720606","-0.27351093","0.54593265","-1.0499628","0.37576252","-0.3745719","0.4071975","0.2748175","-0.13039659","0.7279559","0.33139288","-0.8082625","-1.050431","1.6989242","-0.4718601","-1.1670294","-0.38823816","-0.61248875","0.403216","-0.52825433","-0.16819157","-1.2311023","-0.23311485","0.18151176","0.75064343","-0.5557147","-0.41109088","0.30242223","0.16356486","0.564138"
"cibo","0.69091433","1.1629144","-0.018369634","-0.2184452","0.26680362","0.19064946","0.44215804","-1.0592769","-0.8555636","-0.15022548","-1.3603573","0.41692266","0.6292764","-1.0909072","0.19739316","-0.3242098","-0.5277999","-0.83282685","0.23008704","1.3518564","1.3050553","-1.616931","-0.26799032","1.5893571","1.1565129","0.46711951","1.3475296","0.1037191","1.1222734","-0.03969036","-0.31391835","0.34438422","-1.4587224","-0.88500446","0.73056716","-1.9634852","-0.59931","-0.7271902","-0.33557424","-1.5189424","-0.80991066","0.10955365","0.21608023","1.1934402","0.15878059","1.5339571","0.16514409","0.2623436","-0.44204003","-1.1762717","-0.45363364","-0.9598116","-0.15234019","-1.4985384","-0.78550076","2.5838647","0.20707764","-2.106732","-0.6393237","0.7847204","-0.1697706","-0.39845666","0.33129343","0.24199304","0.64967394","-1.1476392","-0.22475325","0.74440783","-0.92271286","0.88840234","0.42734495","1.1452084","0.01081024","-0.9948054","0.013669867","0.08851581","0.3484186","-0.3009655","1.094452","1.8833574","-1.0361794","1.4628782","1.5132881","0.50714654","-0.79227006","0.13507734","-0.06354181","0.28769827","-0.4573942","-0.8637529","0.44647613","-0.48402724","-0.35718155","-0.36557284","-0.06948874","0.8693367","-0.81345844","1.4363184","0.34698772","-0.6877947"
"prezzo","-1.1609544","-1.1354811","-0.6129501","-0.5425287","-1.5339577","-0.23065679","-0.12002204","-1.0912365","-2.1684382","-1.8605222","-2.0809753","3.0354626","0.047744013","-0.71994305","0.46239784","-1.7564046","-0.65501356","-0.94515604","-0.9738048","1.1651243","1.522362","-1.2108785","1.4002705","-0.5263212","0.5112447","0.18265288","-1.4157872","0.5362854","1.5406772","2.2525923","-0.9225324","0.80349314","-0.5517726","-2.2266836","-0.9841289","-0.104444146","-1.3054321","1.5508935","-0.2982976","1.1837952","1.0210264","1.6621983","-1.5122215","0.19750932","-0.075527206","2.2847915","-1.059721","1.9943002","-0.34850073","-1.7725492","-2.5337982","0.014827803","-0.6493324","1.0298909","0.20131376","0.7238899","0.8236768","-1.6091651","-1.6513414","0.9170635","-0.62610024","0.1546786","0.5829824","-0.26905122","-0.5679191","-0.34802282","0.17948805","-1.1350257","0.36735684","0.6158718","-0.6227861","1.8064378","0.42146984","0.75164145","-1.2241603","-0.5930898","0.19010109","0.62161773","0.84133434","0.72378236","-0.7059528","0.16576907","-0.1453551","1.1953166","-1.6834939","-2.3039188","0.025318334","0.52693367","0.28757313","-1.0864891","-2.56872","-1.1457529","-0.6122011","2.4767609","-0.32038286","1.9027398","0.34746704","1.6343153","-1.3434111","2.5102334"
"prezzi","-0.8505644","0.580983","-1.0101106","-0.5162525","-2.173628","-0.84963095","-1.131404","0.72920424","-1.6201911","-2.2395964","0.4477287","0.88914233","-0.7207787","-0.42074946","0.6139589","-0.6826965","-1.8776938","-1.3416389","-0.6154959","0.7599417","1.8331054","-0.309436","0.83797544","0.42590818","0.53239053","2.2712977","-0.44937834","-0.3426927","0.37160182","0.24628004","-1.4606549","0.3394802","-0.31642923","-1.3057564","-0.3069829","-1.2964807","0.85558844","0.813511","0.12820487","2.5054307","1.1975924","-0.051585853","1.4898002","0.46215734","0.018049167","2.2877557","0.07345187","0.8170183","-0.18425936","-1.0196066","-3.1839018","1.6933693","0.37034634","1.3000494","-0.47632027","-1.1741889","0.30074123","0.5954716","-1.2320887","0.39804888","-0.80632037","-1.2351308","1.3543102","-1.8468225","-0.99168456","-1.3018991","2.2798893","-0.43151808","-0.050040033","0.9534241","-0.99714017","2.1479867","0.8075306","0.85795814","-1.6399385","-0.7325394","0.7065802","0.91021353","2.0213473","1.546782","-0.25313446","0.68106467","-1.07984","-0.7443328","-1.3002414","1.2026527","-1.1656351","-0.6673242","0.050456185","-1.8739334","-0.5030375","-1.0540198","-1.3679843","1.3798996","-2.211564","0.9233496","0.4849565","1.098144","-0.30599725","2.1417475"
"davvero","1.4514503","1.5205917","0.59520185","-0.5176183","-0.22597061","-0.6417745","-0.22174187","0.030404892","-0.7833872","-0.18159483","0.15517506","0.15540816","0.10829098","-0.07172156","0.9994433","0.108166","-1.2340562","-1.2445196","0.0557688","0.44396332","-1.4494401","-0.064057596","0.027356701","0.6007229","-0.54556966","-0.39969915","0.0175147","0.43138102","-0.18154506","-1.4211197","-0.6160561","0.432963","-0.8172609","0.9208055","-0.7110876","-1.273213","-0.64190346","-0.27996397","0.31022093","-0.15124775","0.5363888","0.787628","-0.49186248","0.597276","-1.0376822","0.33796766","0.08693617","-0.87030214","-0.14234439","0.5028947","0.5577914","-0.3744389","0.7358866","-0.26334825","-0.06743166","0.35173118","0.3360402","-1.0034475","-0.23440033","-0.61089516","0.6032985","0.38257363","0.9017094","-0.5512739","1.1035317","-0.2130541","-0.7422003","-0.31384826","0.24461314","-0.20075256","-0.39604148","0.58321255","0.8756484","-0.8498986","-0.18871178","0.02527736","-0.13692702","-0.7488526","1.1671729","1.4674491","0.7533352","-0.46647927","-0.6718181","0.5628587","0.81499565","-0.36624655","-0.6735191","0.27349564","0.080670916","-0.27780932","0.3755473","0.2447416","-0.9208334","0.31903777","-0.020350197","-1.5913922","0.70397156","-0.11727357","0.15834647","-0.57182854"
"buono","1.7741876","-0.920747","1.3894527","-0.9613608","0.30645168","0.62602687","0.5807756","-0.017536193","-1.2080706","0.46955043","0.52429676","1.0995226","-1.371258","0.07409104","-0.2555437","-0.9474356","0.08945291","-0.7856635","0.0008329422","0.8811808","-1.1777902","-0.72691846","-0.17150077","-0.10763507","0.32768494","-0.63222736","-0.5754316","-0.08776385","-0.9410285","-0.48191926","-0.36874157","1.2046406","-0.3830865","-0.1944862","-0.9673204","-0.79112804","-1.5427679","1.6609188","-0.75096697","0.49122778","0.91521937","0.06783463","0.0661387","-0.03334674","-1.5499297","0.25297284","-0.7482714","-0.22178163","-0.26786852","-0.00156854","-0.751447","-0.13456672","1.1054064","-0.23036548","-0.20525466","0.9739735","0.8352318","-1.2364758","-1.5470326","-0.9916607","0.6983931","0.2664523","0.30194497","0.19752772","1.9901633","-0.93011427","-0.6928416","0.53049684","0.085932426","1.6752691","-2.2048674","0.36371228","0.89263874","0.6589475","0.6039627","-1.0636317","-0.3540447","-0.24970055","0.96685475","0.5882333","-0.29618332","0.3423484","-1.1536198","1.1404414","-1.609146","-1.0855944","-0.43603915","0.42034364","1.5861801","0.4144148","-1.3394042","-1.6413115","-0.34262675","0.6870232","-0.061134055","-0.376751","-0.3785117","0.068491675","-0.08777757","0.06834757"
"ottima","0.46073204","-0.74604124","-1.3022455","-1.2587065","-0.18368976","-0.99205846","-0.46768916","0.8869525","0.59915835","-0.84365934","0.48427248","-0.3821633","-0.28568664","-0.7154144","-0.26226994","-0.7294039","-1.2216556","-0.37011597","-0.99305296","0.3689421","0.4222845","0.21421544","1.2845906","-0.6556965","0.4939169","1.4716169","-1.0907106","1.1233209","0.60799426","0.6994773","-1.096937","-1.267376","-1.4079193","0.49419767","0.86498266","0.08805643","-0.88267684","0.1991309","1.4974681","-0.3833354","1.3704528","1.2078742","-0.4651209","0.8570236","-0.46125576","0.9292185","1.1944076","-0.8102892","1.3775384","2.012065","-0.6258683","-0.7231929","1.3202478","0.5629297","-0.40284738","0.50666165","-1.232903","-0.580809","-0.16390261","1.3113945","-1.1140536","0.22533321","-0.113208264","0.53718585","-0.85956055","-1.0835665","-0.05344912","-0.65578014","0.10279707","-1.2820326","0.0133092","0.80172354","0.9609406","0.34455878","-0.16880347","0.90026885","0.5741568","-0.78661937","0.2718747","0.03720108","0.6883128","-0.84712553","0.27465194","0.8218679","-0.28096396","-0.34030673","-1.0077963","-1.2134057","0.36536738","-1.1371012","1.0905763","-0.1698824","-0.11643525","-1.1560647","1.1441202","-0.2069403","-0.19587448","1.3426956","0.021155905","-1.6568563"
"po","1.361128","0.47092092","1.0295413","0.63865525","-1.1844285","0.46515465","-0.9631657","0.095377535","-0.32498747","-1.6206213","1.1139971","0.8697805","-0.9562409","1.1733818","-0.20382813","0.38934806","0.0039310446","-0.25354943","0.3119615","0.43336555","-0.504732","-1.3231792","-0.4754399","0.56894636","-0.12941043","0.050587106","0.83617455","-0.075478956","-0.39271033","-1.2670838","0.32524332","1.0947753","0.8056072","-0.53890926","0.50124836","-2.5672433","-0.522452","0.25138628","0.5306705","0.785417","-1.0132082","-1.8754483","1.5867523","0.40309227","0.08322132","-0.7952098","-0.47946048","-0.3063024","0.23706774","-0.35655576","-2.42423","0.90755314","0.34276268","0.10962901","-0.9322689","0.9087949","-0.8389052","-0.7875892","-1.5137522","-0.42829078","0.60068756","-0.769049","0.27653766","-0.44794133","0.53196025","-1.3510975","1.9794765","0.04145149","-1.3358058","0.22113985","-0.063622616","0.32083124","-0.59352016","1.5637494","-0.31733957","-0.19000307","-0.7172126","-0.00073405507","0.86968863","0.1299835","0.21251604","0.954537","0.85619617","-0.51148427","-0.67532283","0.5040074","-0.4403388","0.6832004","0.2908062","0.91105646","0.20542414","-0.4459979","-0.30224496","0.68511856","-1.2444085","-1.3871149","0.29261917","-1.612973","-0.3242408","0.3425643"
"menù","-0.2009653","-0.35650793","-1.1617459","1.4626942","1.4696779","-1.810673","0.5285664","-1.2074379","-0.30698493","0.38334927","1.31286","-0.67709285","-0.9580837","0.15121149","0.1572151","1.4232559","1.2441429","-1.2357601","-0.7399958","0.8043503","0.4432192","-1.5004997","-0.24278742","0.4712323","-0.015487763","0.28365678","-0.1939166","-1.4396358","-0.15610604","0.9219957","-1.0115695","0.38702977","-0.57465404","-0.667003","-1.0871278","-1.6274891","-1.1319629","-0.40955272","-1.1463311","0.120198265","-0.6827079","0.42408234","-0.04808349","-0.8023679","-0.12425145","1.1117864","0.07812031","0.13559479","-1.251847","0.84706914","0.28672045","0.6963309","-0.50427","-0.013499918","-0.53267795","2.1304524","-0.060711745","0.4243148","0.15899333","-0.05188176","-1.5806341","1.7589818","-0.33090737","0.6483265","-0.12906113","-1.4959424","-1.251404","0.26044866","0.96088207","1.1187872","0.415848","-0.04988289","-1.0897808","0.1303387","1.2221422","-0.38033578","1.0137547","2.35182","-1.5256294","1.7064476","-0.39504606","0.6156213","0.64846456","-0.19989987","-1.5363996","-0.8765745","0.8282555","0.8874871","-0.04222823","-0.5470908","-1.2065309","-1.3209478","0.57199496","0.3284783","-1.714066","-0.6160367","-1.5170774","0.09537547","-0.70896655","-2.6496377"
