"Review"
"34","Coupon pizza...per 5 euro a testa un (piccolo) antipasto, 1 pizza, acqua, bibita e dolce (microscopico): tutto sommato non malaccio...anche perchè la pizza era molto buona. Solo che...nonostante non ci fosse nessuno per buona parte del tempo in cui siamo stati lì, la pizza è arrivata dopo quasi un'ora...vabbè...non avevamo fretta, ma...se invece l'avessimo avuta?????"
"35","Lunedì sera ho preso 3 pezzi di pizza da portare a casa per cena con 3 condimenti diversi, i 2 condimenti bianchi erano buoni, la margherita con würstel era disgustosa e la mozzarella abbastanza inesistente.Tutti e tre i pezzi di pizza erano veramente GOMMOSI di conseguenza i bordi erano immangiabili."
"36"," Il personale è molto servizievole tutto il cibo è stato buono ed abbondante, il locale ha un'atmosfera familiare."
"37","locale piccolo ma accogliente possibilità di vedere anche la tv. Titolari alla mano e gentilissimi da ritornarci"
"38","siamo stati bene personale gentile e a parte l antipasto che non era proprio speciale la pizza era buona"
"39","Siamo stati in questo locale io e il mio compagno sia per pranzo che per cena, ed abbiamo appurato che la pizza è veramente buona! Il servizio lascia un po' a desiderare, ma sono ragazzi che hanno voglia di fare!! Tutto sommato è stato piacevole andarci a mangiare! Da riprovare!!!"
"40","Abbiamo mangiato bene, ma i tempi di attesa sono stati lunghissimi. La pizza buono ma, forse un po'pesante per i miei gusti "
"41","Eravamo in quattro, con un coupon di Groupon, in questo piccolo locale gestito da giovani vogliosi di far bene. Il servizio e' risultato nella media, discreti i taglieri ed ottime tutte e quattro le pizze serviteci con quattro Coca Cola e due bottiglie di acqua. Per finire, quattro dolcetti ed altrettanti caffe'."
"42",""
"43","Consiglio di andare a gustare una pizza in questo ristorante al centro di jesi. Locale familiare , servizio regolare e cordiale. Tipica cena tranquilla .Consigliata. "
"44","Siamo stati a cena con Groupon, prima volta che entriamo in questo locale con pochi posti ma molto accogliente cameriera molto carina e gentile, arrivano antipasti con affettati misti e una focaccia calda molto buona come anche la pizza buona e ben farcita e in piu siamo stati accompagnati anche da un bel karaoke serata piacevole."
"45","Sono stata in questo locale, che ho classificato a metà strada tra una pizzeria al taglio ed un fast food, acquistando un coupon in rete. Il prezzo era effettivamente molto economico e devo dire che forse ha fatto la differenza sulla qualità del cibo. Gli antipasti, serviti sul tagliere, erano così composti; al centro, su un letto di insalata, pezzi di formaggio del tipo magrello ed intorno fettine di mortadella, di prosciutto cotto (quello quadrato utilizzato per i toast), di salame all'olio di tartufo e pezzi di torta salata con spinaci. Con gli affettati sono stati portati anche dei sacchettini ripieni di... pizza bianca? No, forse era focaccia ...boh comunque non male. Dopo gli antipasti, ho preso una pizza Bufalina, che devo dire non era proprio malvagia forse un pochino troppo....troppo sottile. Per finire il dolce che purtroppo non riesco a catalogarlo in quanto sembrava una fetta di crostata ma era molto, ma molto asciutta e forse anche scaldata al forno perché era calda. Del caffè: no comment."
"46","Nulla di speciale ma la pizza è buona solamente ieri sera non ci hanno servito la pizza al metro come invece era evidenziato sul coupon ma al piatto!!!"
"47","Siamo stati in questo locale con groupon, pizza supersottile e dura, chiamarla pizza è un'offesa alla vera pizza. Servizio nella norma."
"48","pizzeria piccola ma accogliente,gestori molto gentili e cortesi ottima per pasaare una serata tra amici o nel mio caso in famiglia in modo informale"
"49"," La posizione in centro, ma non nella zona pedonale, è comoda. Il locale ristorante è una stanza non molto grande, ma il ragazzo ai tavoli è gentile e disponibile, la pizza buona e l'antipasto discreto."
"50","Locale carino senza eccessi, pizza buona cosi come gli antipasti. Unica cosa negativa pizza ripiena."
"51","Col coupon è veramente super, senza cmq ottima qualità di pizza, fuori si sta benone. Molto gentili."
"52","Ho sempre ammirato La Rochefoucauld, la sua massima sul cibo rappresenta il mio stile di vita.E con fare di critico d'arte mi appresto a barrare con pennarello nero questo locale dalla mia lista di posti appetibili.Premettendo che la visita fu un obbligo per un offerta trovata in linea, ci siamo ben presto trovati ad essere serviti da un cameriere alle prime armi che per qualsiasi domanda rispondeva sento il titolare quasi insicuro su tutto. Breve discussione che non ho gradito con il capo sui termini dell'offerta, visto che avevamo due interpretazioni molto diverse, mai scontentare un cliente per due pezzi di salume, ma tant'è...Seduti al tavolo ho avuto modo di provare un antipasto freddo, freddo nel senso che i salumi erano appena stati tirati fuori dal frigo. Pizza sottile e secca, poco condita, assolutamente non sufficiente. Da migliorare la qualità in generale su tutto.Nota estremamente negativa: le condizioni del bagno. Non presentabile per essere usato dal pubblico.Quid agis?"
"53","rapporto qualità prezzo o stati a cena con groupon e devo dire che eravamo molto scettici viste le numerose recensioni negative... invece ci siamo dovuti ricredere! Vista la cifra irrisoria del coupon direi che rapporto qualità prezzo eccellente. Pizza buona personale gentilissimo e dolce di buona qualità! Unica pecca l'attesa fra la pizza e il dolce un po' lunga! Lo consiglio! Da riprovare sicuramente!"
"54","e' da denuncia il fatto che si spacci x pizzeria napoletana, questi non sanno neanche come e' fatta una pizza!! la pizza piu' pessima che abbia mai mangiato in vita mia!!!!!!!!!!!!!!!! cambiate mestiere............"
"55","La cameriera non ci ha nemmeno salutati; dopo 40 minuti è arrivato da bere (2 birre piccole e un'acqua di rubinetto); i bicchieri erano letteralmente luridi, ce li siamo fatti cambiare e non c'è stato il minimo accenno a una scusa; dopo un quarto d'ora dall'ordinazione è venuta a dirci che non era possibile ciò che avevamo chiesto (pizza al metro, 3 gusti) e dovevamo sceglierne soltanto 2. Il locale era semivuoto (2 tavoli dentro e 4 fuori), abbiamo avuto la pizza dopo un'ora e 10 e non era nemmeno tanto cotta! Ci è stato detto che siamo stati scavalcati da tutti gli altri clienti, forse perchè avevamo prenotato con groupon? Non trovo altra spiegazione, ma lo ritengo estremamente sciocco visto che non ci torneremo e lo sconsiglieremo vivamente a tutti. La professionalità è totalmente inesistente, non andateci!"
"56","locale piccino in centro, pochi tavoli ma possibilità di mangiare anche in piedi al bancone.Eccellente per un pranzo od una cena veloce ma con gusto.Pizza con eccellente impasto napoletano ma anche primi, insalatone ed una vasta varietà di Piadine. Il caffè poi... Chiedete al titolare di farlo alla sua maniera... Non ve ne pentirete! Varrebbe la pena di farci un salto anche solo per quello!Cordialità e simpatia di tutto il personale condiscono piacevolmente il tutto!"
"57","Locale più o meno pulito, servizio non velocissimo, ma la qualità dei piatti é più che soddisfacente e lo staff molto cortese. Per quanto riguarda i prezzi non é così economico come si ci può aspettare da una tavola calda, ma é passabile...Ci tornerei? Si. :)"
"58","Pessimi nel servizio nei tempi e nella cortesia...pizza non cotta...Oltre che sbagliano a portare le pietanze nemmeno ti chiedono scusa anzi sostengono che la colpa sia nostra che glielo dovevamo dire...lo sconsiglio vivamente.."
"59","Sono rimasto colpito molto positivamente da questo nuovo giovane locale. Un ristorante, piadineria caffetteria dove tutto è veramente molto buono...i primi e le pietanze sia di carne che di pesce non hanno nulla da invidiare a ristoranti più blasonati , piadine eccellenti con farcitura abbondante e di ottima qualità. Il menu è molto vario. Servizio rapido e gentile. Prezzi veramente convenienti. Il locale è giovanile e semplice ma non si può pretendere di più......."
"60",""
"61","Che dire. . un luogo dove ti senti a casa. Camere spaziose e ben arredate. Il ristorante annesso di buona qualità .Ben posizionato vicino al centro di Jesi. Rapporto qualità prezzo buono "
"62","Posto in posizione comoda per raggiungere sia il centro che l'autostrada e con un comodo parcheggio interno. Camere in ordine con tutto il necessario"
"63","Sono di Torino e, in viaggio con la famiglia per Vieste, ho optato per una tappa a metà strada ed ho scelto l'Hotel dei Nani a Jesi.Arrivati per l'ora di cena e sfiniti da ore di viaggio in macchina con bimbi piccoli abbiamo optato per una cena al ristorante dell'hotel. Devo dire che la prima impressione non è stata delle migliori perché abbiamo aspettato più di tre quarti d'ora l'arrivo dei piatti ma quando ci sono arrivati....buonissimi e ben presentati!La vellutata agli spinaci di mia figlia era buonissima e saporita, il filetto di mio figlio si scioglieva in bocca a contrasto delle squisite patatine croccanti, gli spiedini di pesce che abbiamo preso io e mio marito erano ottimi e cotti a puntino.Consiglio vivamente di fermarsi a mangiare qui."
"64","Hotel bello, belle camere e ben arredate bagno spazioso e con aria condizionata.Parcheggio interno hotel comodissimoIngresso hotel un po' old style. Fuori dal centro però ma facilmente raggiungibile in auto con 10 minuti.Colazione abbondante e varia. "
"65","ottimo cibo, ambiente raffinato, ottimo servizio.il pesce è molto gustoso e ben cucinato, prezzo al passo con la qualità del cibo."
"66","Questo ristorante l'ho frequentato spesso x motivi di lavoro....Mangiato sempre benissimo, al contrario di tanti ristoranti da hotel. Una menzione speciale per gli spaghetti sabbiosi.... veramente di un'altra categoria.... il personale è gentilissimo e preparato.Ottimo, prezzi leggermente sopra le righe."
"67","Non sarà un ristorante caratteristico e fa un po' troppo hotel però il cibo è buono, l'impiattamento è curato (anche se un po' kitch a volte), la cameriera è stata gentilissima e far 2 chiacchere quando sei fuori da solo per lavoro aiuta a cenare meglio. Ho letto di prezzi un po' alti ma a me non sembra. Carina l'idea del limoncino offerto alla fine nei bottiglini."
"68","Posizione comoda alla zona industriale e all'autostrada, buona disponibilità di posti auto . Le camere non sono troppo spaziose,tuttavia sono pulite e ben illuminate , molto ampio il bagno ed ottima l'insonorizzazione. La colazione è abbondante e con buona scelta."
"69","Un hotel con tutti i servizi a posto, non è bello ma è efficiente. Dista un paio di chilometri dal centro storico ma dispone anche di una sala ristorante con una discreta offerta serale."
"70","La cucina è ottima, ma i prezzi un pò alti, il servizio è eccellente, sempre un sorriso, una parola, non ti senti ospite, ma amico"
"71","Frequentato con la famiglia per alcune cene in abbinamento col contiguo albergo. Abbiamo potuto assaggiare varie pitanze (anche di pesce) sempre ottime e ben presentate. Da provare la frittura. Punto di forza: la gentilezza e disponibilità della proprietaria. Se capiterà torneremo sicuramente"
"72","Si mangia bene in particolare i piatti di carnedisponibile e gentile ilpersonale addetto alla sala,"
"73","Sono stata lo scorso fine settimana con la gita dell'Avis del mio comune, cucina semplice ma curata, mi sono trovata veramente bene.L'Hotel è magnifico, le stanze molto curate e pulite, la doccia favolosa.Il personale sia dell'albergo che del ristorante molto cortese.Penso proprio che se mi capitasse di passare da Jesi mi fermerei sicuramente li.Ottimo"
"74","Cenato al ristorante annesso all'hotel. Nonostante la gestione sia separata entrambe sono di ottimo livello. La gentilezza del personale completa il tutto. Ci tornerò. "
"75","Abbiamo cenato per caso.Non avevamo pertanto alcuna informazione su cui basare il nostro giudizio.Ampia sala con arredamento curato.Semplice l'hotellerie.Personale gentile e veloce.Menu basic.Scarno il cestino del pane.I piatti abbondanti.Lo chef mostra una certa versatilità con una chiara preferenza per i piatti di pesce. Sia per sapori che impiattamenti.Buoni i dessert.Discreto il rapporto qualità prezzo.Al mattino ci siamo svegliati bene...non la solita cena in albergo."
"76","Ho mangiato in questo ristorante perchè pernottavo nell'Hotel medesimo, ho preso degli antipasti di pesce e un secondo, devo dire tutto ottimo. ci sono sia vini discreti che più economici. Dovendo tirare le somme direi che ha un ottimo rapporto qualità/Prezzo"
"77",""
"78",""
"79","Oltre ai panini con i loro salumi che sono LEGGENDARI, anche il ristorante è semplicemente fantastico. Si mangia cucina tradizionale spettacolare"
"80","Per chi ama la tradizione e la genuinità è il posto ideale. La grigliata è da medaglia d'oro.... tutto molto buono. "
"81","Qualità del cibo buona, gestione dei prezzi da rivedere. Non essendo un ristorante ci si aspetta un trattamento proporzionato alla location. Consiglio: trattare il prezzo prima di sedersi. Peccato perché molta gente come noi non ritornerà.. "
"82","Non vi aspettate un ristorante stellato ma il cibo è buono e genuino, spesa nella media e ottimi prodotti del luogo, consiglio."
"83","Sono stato in questo ristorante con gli amici domenica a pranzo dopo averne sentito parlare molto bene. Devo dire che le aspettative sono state decisamente appagate dalla qualità del cibo che ci è stato servito e dal clima familiare del locale. Abbiamo mangiato due primi decisamente molto abbondanti, cannelloni e pappardelle funghi e salsiccia, un assaggio di arrosto misto da manuale e frittura mista, dolci a profusione, vino e amari. Il tutto per poco più di 25€ a testa. Concludo dicendo ottimo il rapporto qualità prezzo. Lo consiglio per chi ama una cucina tradizionale fatta con maestria."
"84","Cena con amici spettacolare, tris di primi uno meglio dell'altro, grigliata e dolci da leccarsi i baffi, inoltre quantità da scoppiare! Tutti prodotti locali e ricette classiche marchigiane. Tornerò sicuramente. "
"85","Come tanto tempo fa, quando l'alimentari e gastronomia della zona era anche la trattoria della domenica. Cucina marchigiana vera. Porzioni abbondanti e tutto casalingo. Buono dal panino al dessert. Economico. Ricordatevi di prenotare... risponde Gilberto!!"
"86","Ottima trattoria nelle colline marchigiane, dove è possibile trovare il vero gusto della tradizione locale. Piatti abbondanti e di ottima qualita. Ingredienti della zona e spesso a km 0. Tutto fatto a mano secondo tradizione. Ai fornelli un ragazzo simpaticissimo dalle mani d oro. È d obbligo una tappa, che sia per una cena o per una merenda. "
"87","Conoscevamo già da anni la trattoria da Gilberto. Ma la qualità e l'esperienza anche grazie all'apporto del figlio Giorgio con gli anni sono notevolmente aumentate.Eccellenza marchigiana.L'antipasto con salumi e formaggi del luogo contornati da crostini ed insalata sono favolosi, i primi non son da meno in special modo menziono i cannelloni gli gnocchi con la papera e le pappardelle al cinghiale.I secondi arrosti di carne e grigliate di carne , ma anche carne fritta con i cremini ed olive ascolane, vino e dolci buonissimi. in piu la simpatia e l'esperienza di Giorgio e Gilberto ne fanno un vero e buon menu'.Grazie da Meri , Marisa , Vania , Sandro, Lorenzo , Francesco ed Alex.Ritorneremo presto."
"88","Trattoria dalla tipica cucina marchigiana, dove il tempo fortunatamente si e' fermato agli anni 70/80.Appena si entra ti trovi appesi come trofei una fila di salami, lonze, prosciutti e guanciali...Il che ti fa capire l orientamento della serata.Gli antipasti di salumi e crostini sono di una qualita' incredibile, i primi rigorosamente fatti a mano, grigliata e fritto da veri intenditori!!!Vino sulle brocche a fiumi!!!Dolci come quelli che facevano le nostre nonne!!!Ma la cosa piu bella e' l atmosfera familiare che solo Gilberto e Giorgio sanno creare!!! Una vera clinica ricostituente!!@Signori vegani o calcolatori di calorie tenetivi alla LARGA."
"89","Tutto ottimo e soprattutto abbondante. Uno delle poche trattorie ancora esistenti dove si può assaporare la vera cucina marchigiana. Si consiglia di prenotare con largo anticipo. Prezzi nella norma. Consigliatissimo!"
"90","Sono entrato in questa trattoria per la prima volta una decina di anni fa e da allora l'ho sempre consigliata. Gli antipasti tagliati rigorosamente a mano sono una delizia per gli occhi e il palato. Il prosciutto suda, la coppa attrae. Nei primi le tagliatelle fatte a mano e irregolarmente tagliate sono eccezionali. Solitamente mi fermo qua se non prendo una grigliata e approdo ai dessert con il vino di visciole. Consigliabile autista."
"91","Si mangia benissimo, tutto fatto in casa, ottimi ingredienti, pasta fresca fatta da loro, sughi ecc."
"92","Volevo provare questo ristorante , ma forse perchè non del posto , non sono riuscita a trovare via san marcello 59 jesi , neanche con 3 navigatori e tom tom , per cui ho provato a chiamare al nro 0731 59379, ma non risulta attvo. abbiamo desistito e siamo andati alla ricerca di un altro posto. Peccato!"
"93","Trattoria alla mano, con cibo genuino e a km 0!Ottima la porchetta, dolci fatti in casa e sapori di una volta!Sono andata per pranzo, luogo lontano dal caos cittadino!Da provare!"
"94","Primi ottimi e dolci ancora meglio. Prezzi nella norma. Menzione particolare per il titolare Gilberto e il figlio Giorgio, molto simpatici e cordiali."
"95","Scoperto per caso durante una capatina a Jesi, la trattoria da GilbertoaliasAlimentari Ciattaglia e' uno degli ultimi baluardi della cucina rustica e genuina delle Marche dell'immediato entroterra. Non facilissimo da trovare(meglio). È una scoperta per pochi. Non aspettatevi la nouvelle cucine ne' un ristorante sofisticato. È la trattoria tipica marchigiana di una volta che non sai se reclamizzare perché te la vuoi tenere cara è solo per te. Ce ne fossero!Qui se magna bene e abbondante come quando si andava a mangiare da nonna o da mamma. E lo stomaco ringrazia. Affettati superbi, primi gustosi tutti fatti a mano(tagliatelle, lasagne,ravioli etc). E che dire degli artisticini alla griglia, degli affettati e dei gratinati di Gilberto? Un personaggio. Come il figlio Giorgio, prodigo di consigli sul menù'. Insomma chi non ha mai mangiato bene, non può capire. Non venga e lasci spazio a quelli che capiscono e apprezzano. Non è per tutti. Così troviamo il posto. Grazie. PS: ancora si paga il giusto."
"96","Ogni volta Che ritorno in questo ristorante rimango sempre entusiasta della qualità del cibo e dell'entusiasmo che il proprietario ci mette nel prepararti e servirti le buonissime pietanze! Tutto fatto in casa. I cannelloni sono superbi. Prosciutto fantasticoooo"
"97","Altro che stelle, qui le stelle sono quelle dell'ottimo cibo, della gestione indiscutibile e dell'ottimo prezzo. Abbiamo mangiato varietà di antipati caserecci, poi tagliatelle e ravioli che al loro interno avevano un ripieno morbidissimo, poi arrosto e fritto perfetti, il fritto non era per niente appiccicoso di olio e l'arrosto cotto perfettamente. Per non parlare delle castagnole appena cotte, ma per niente unte, morbide come nuvole. Da tornarci appena la pancia si sarà svuotata!!! ;-)"
"98","Abbiamo ordinato due pappardelle al cinghiale (ottime) una porzione di agnello (molto buono) e una porzione di verdure alla griglia (ottime ed abbondanti). 1/2lt di lacrima, niente di eccezionale. Speso a pranzo 40€ per due primi, un secondo, un contorno, due caffè e 1/2 vino sfuso. Giusti in rapporto alla qualità, ma non adeguati alla tipologia di ristorante.."
"99","Che dire: bisogna andare. Consiglio solo di prenotare, noi abbiamo dovuto aspettare il secondo turno, ma ne valeva la pena. Locale caratteristico, attaccato al negozio alimentari di prodotti di elevato standing : salumi, farine. Cucina ottima e porzioni abbondanti. Non e' facile da trovare , rimane lungo la strada e non si vedono insegne.Abbiamo preso come antipasto i salumi e formaggi ( eccezionali) ed un primo ai funghi (ottimo). Lo consiglio a chi cerca un tipico locale nella zona"
"100","Come ogni anno pranzo aziendale ottimo. Porzioni abbondanti! Antipasto e primo consigliati ottimi dolci fatti in casa "
"101","questo locale è adatto sia x una merenda sia x un pranzo cucina casareccia marchigiana e ottimi salumi"
"102","ottima cucina: polenta con ragù e costine e galletto al forno con ripieno. prezzi molto bassi, personale gentilissimo e disponibile. Anche il ciambellone con nutella e la crostata meritano. Sconsigliata agli ipertesi causa eccessivo uso di sale."
"103","Da Gilberto e Giorgio ti senti in compagnia come se fossi a casa tua.Ottima la grigliata mista abbondante e i primi anche se sono carichi a pacca' di condimento per il fegato, sono buoni è abbondanti, cosa vuoi di più, dolci fatti da loro carne loro e altro....Il prezzo non a senso se dopo vai via contento.Cmq qualità prezzo ottimo.Grande Gilberto e compani...."
"104","gilberto e giorgio posto imperdibile antipasti e primi da urlo ottime grigliate e prezzi bassissimi da non perdere"
"105","Difficile da trovare! Almeno per me lo è stato ma ne avevo sentito parlare da più persone e devo dire che ne è valsa assolutamente la pena aver perso un poco di tempo per cercarlo!Il luogo non è raffinato o chic, è o era un vecchio alimentari che ora fa anche pranzi (credo faccia solo i pranzi), i salumi vengono affettati al momento, e sono ottimi, i piatti sono tutti abbondanti e davvero gustosi, si sente che sono genuini!! Alla fine quando vai a pagare possono venderti i dolci che fanno e che portano anche al tavolo, l'avessi trovato prima avrei pranzato ogni giorno da loro!!! OTTIMO"
"106","Specialità antipasti misti formaggi e salumi e grigliata da provare il migliore nel suo genere. DA RITORNARE. Complimenti alla proprietà per la qualità è la cortesia. "
"107","Da sempre affascinata da questo locale caratteristico e dalla bontà dei suoi semplici cibi... Non solo piatti della tradizione marchigiana, ma anche squisite merende a base di panini con porchetta e salumi, ovviamente tutto prodotto dal fantastico titolare Gilberto e dallo chef Giorgio, suo figlio. Un appuntamento con il buon cibo da non perdere... EVVAI!!!!!!!!!!!!"
"108","Se avete fretta di consumare un pasto frugale, questo non è il posto giusto:tempi rilassati nel servizio e nella gestione degli ordini ma...SI MANGIA DIVINAMENTE BENE !!!In quello che è il retrobottega di un negozio di alimentari con salumi appesi al soffitto e scaffali di pasta a vista, si cela una trattoria a conduzione familiare DAVVERO UNICA.Nessuna insegna sulla porta: dovete conoscere il posto o chiamare per farvi dare indicazioni altrimenti ci passerete davanti senza fermarvi...MA UNA SOSTA QUI PER PRANZO O PER CENA, è sicuramente una bella esperienza.Ambiente molto (ma molto) informale: papà ai fornelli, mamma al banco e figlio ai tavoliper una gestione SUPER FAMILIARE...Niente menù ma una semplice domanda: cosa mangiamo oggi ?Deciderete a seconda delle proposte estemporanee del giovane e simpatico Ciattaglia Junior.- Pasta fatta in casa con sughi di carne (capriolo, papera, ragù classico e così via)- Carne ai ferri (sublime) per grigliata mista (generosa) o altre preparazioni con tagli diversi- Contorni tipici: gratin (eccellente), verdure di campo saltate, patate, etc...- Dolci da forno (stellari) di vario genere- Piade con taglieri di salumi e formaggi (della casa)Qualsiasi piatto è abbondante e cucinato in modo STRAORDINARIAMENTE APPAGANTE per il palato.Raramente ho mangiato così bene in una trattoria.Se aggiungiamo il fatto che il prezzo è molto più che popolare (sotto ai 20€ a testa)abbiamo un quadro preciso: UN POSTO DOVE TORNARE !!!Complimenti a tutti i CIATTAGLIA per quella che è stata una scoperta strepitosa.NOTA:solo contanti - no carte - (fate un prelievo prima altrimenti dovrete raggiungere un ATM a 3 km.)"
"109","Sono stato a cena con amici un venerdì sera.Il posto fa già pensare alla tradizione culinaria della zona, l'alimentari adiacente alla sala da pranzo fa ben sperare con i salumi in bella vista appesi al soffitto.Il cibo era buono e abbondante e la spesa è stata più che onesta.Abbiamo iniziato la cena con un bis di primi, gnocchi (sembravano fatti in casa) col sugo alla papera e tagliatelle con funghi e salsiccia.Abbiamo poi continuato con affettati, l'aspettativa è stata rispettata, carne alla griglia e varie tipologie di contorni, pomodorini secchi, carciofi e olive, patate arrosto, verdure gratinata e erbe di campo.Il tutto con del buon vino rosso,Per concludere dolci, vari tipi di crostata di marmellata, dolce con la nutella e caffè con limoncello e grappa per digerire la cena.Lo consiglio a tutti, a tutti quelli che hanno voglia di immergersi nei sapori di una volta."
"110","Una trattoria fuori Jesi a dir poco eccezionale, salumi; formaggi e carne grigliata veramente ottimi. Tutto genuino insomma, ottimo qualita prezzo, da provare."
"111","I miei genitori mi parlavano di questo posto da tempo, finalmente sono riuscito ad andarci... e .. il primo pensiero che mi è venuto in mente mentre ero seduto ad assaporare le squisite portate era quello di come facciano i vegetariani a fare a meno di una qualità di cibo come quella, di un prosciutto che ti si scioglie in bocca, delle pappardelle al cinghiale più buone e delicate che abbia mai mangiato.. di un ottimo arrosto misto cotto alla griglia li davanti a te.No ragazzi.. qua non si scherza!!!E poi ci volete mettere la simpatia, la gentilezza e la passione dei proprietari.. si vede!TUTTO FATTO IN CASA ..davvero tutto!!!!!!!!!!!!"
"112","Che dire! Posto autentico, salumi eccezionali e nostrani. Primi con pasta fatta in casa. Carne tenera e ben cotta alla griglia. Dolci secchi squisiti. Tutto questo servito dalla cordialità e simpatia di Giorgio. Insomma genuinità a 360 gradi. "
"113","Sono stata con mio marito negli ultimi tempi due volte a mangiare in questo alimentari/trattoria alle porte di Jesi e sono rimasta molto soddisfatta di quello che abbiamo mangiato. Ci siamo basati solo sull'antipasto di prosciutto affettato a mano ,ottimo, sul lonzino di maiale, salumi vari, formaggio pecorino ottimo, carciofini, pomodorini secchi, olive nere,e bruschette calde varie, il tutto annaffiato con dell'ottimo vino rosso lacrima, per poi finire con degli assaggi di vari dolci tutti fatti da Giorgio ( figlio del titolare e simpaticissimo ragazzo) che oltretutto è anche lo chef della trattoria. Location molto semplice e carina che si amalgama molto bene con la cordialità la semplicità e la simpatia di tutta la famiglia gestori dell'alimentari / trattoria. Garantito che torneremo di nuovo per gustare oltre gli antipasti gli altri piatti tutti fatti da loro. Il prezzo è buono considerando la qualità dei prodotti serviti."
